"","ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","VPH_RADIO","VPH_TV","VPH_PC","VPH_TELEF","VPH_CEL","VPH_INTER","TOTHOG","VPH_SINTIC","VPH_SINCINT","VIVTOT","Porcentaje_Internet","Porcentaje_Celular","Porcentaje_TV","Porcentaje_PC","Porcentaje_SinInternet_PC","Porcentaje_SinTic","Categorias"
"199",30,"Veracruz de Ignacio de la Llave",199,"Zaragoza",0,"Total del Municipio","1516","2299","350","34","2517","666","3166","271","2353",3383,19.6866686373042,74.4014188590009,67.9574342299734,10.3458468814662,69.553650605971,8.01064144250665,"medio"
"200",30,"Veracruz de Ignacio de la Llave",200,"Zentla",0,"Total del Municipio","2566","3098","465","649","2827","884","3486","100","2462",4462,19.8117436127297,63.35723890632,69.4307485432542,10.4213357238906,55.1770506499328,2.24114746750336,"medio"
"201",30,"Veracruz de Ignacio de la Llave",201,"Zongolica",0,"Total del Municipio","6530","8042","1177","822","6444","1887","12233","1875","9983",14300,13.1958041958042,45.0629370629371,56.2377622377622,8.23076923076923,69.8111888111888,13.1118881118881,"bajo"
"202",30,"Veracruz de Ignacio de la Llave",202,"Zontecomatlán de López y Fuentes",0,"Total del Municipio","1559","1928","130","164","1068","188","3954","1287","3688",4602,4.0851803563668,23.2073011734029,41.8948283355063,2.82485875706215,80.1390699695784,27.9661016949153,"Muy bajo"
"203",30,"Veracruz de Ignacio de la Llave",203,"Zozocolco de Hidalgo",0,"Total del Municipio","2308","2455","302","48","2821","716","3605","293","2787",4307,16.6241003018342,65.4980264685396,57.0002321801718,7.01184118876248,64.7086138843743,6.80287903413049,"bajo"
"204",30,"Veracruz de Ignacio de la Llave",204,"Agua Dulce",0,"Total del Municipio","8691","12138","3879","4740","12275","6012","13724","336","6988",16762,35.8668416656724,73.2311180050113,72.4137931034483,23.141629877103,41.6895358549099,2.00453406514736,"alto"
"205",30,"Veracruz de Ignacio de la Llave",205,"El Higo",0,"Total del Municipio","2723","4931","834","826","4758","1217","5589","198","4048",6575,18.5095057034221,72.3650190114068,74.9961977186312,12.6844106463878,61.5665399239544,3.01140684410646,"bajo"
"206",30,"Veracruz de Ignacio de la Llave",206,"Nanchital de Lázaro Cárdenas del Río",0,"Total del Municipio","6067","8278","3376","3910","8283","5167","8979","118","3381",10543,49.0088210186854,78.5639760978849,78.516551266243,32.0212463245756,32.0686711562174,1.11922602674761,"alto"
"207",30,"Veracruz de Ignacio de la Llave",207,"Tres Valles",0,"Total del Municipio","8055","11948","2329","2144","12114","4165","14166","587","9378",18864,22.0790924512299,64.2175572519084,63.3375742154368,12.3462680237489,49.7137404580153,3.11174724342663,"medio"
"208",30,"Veracruz de Ignacio de la Llave",208,"Carlos A. Carrillo",0,"Total del Municipio","5809","7074","1805","2537","6748","3523","7826","186","3958",9319,37.8044854598133,72.4112029187681,75.909432342526,19.3690310119112,42.4723682798584,1.99592230926065,"alto"
"209",30,"Veracruz de Ignacio de la Llave",209,"Tatahuicapan de Juárez",0,"Total del Municipio","1115","2746","247","32","2629","344","4341","881","3839",5156,6.67183863460047,50.989138867339,53.2583397982932,4.79053529868115,74.4569433669511,17.0868890612878,"Muy bajo"
"210",30,"Veracruz de Ignacio de la Llave",210,"Uxpanapa",0,"Total del Municipio","1922","5457","639","1131","3915","1385","7758","1212","6058",9403,14.7293416994576,41.6356481973838,58.0346697862384,6.79570349888334,64.4262469424652,12.8895033499947,"bajo"
"211",30,"Veracruz de Ignacio de la Llave",211,"San Rafael",0,"Total del Municipio","5077","8528","1622","2427","7806","3176","9387","248","5802",11563,27.4669203493903,67.5084320678025,73.7524863789674,14.0275015134481,50.1772896307187,2.14477211796247,"alto"
"212",30,"Veracruz de Ignacio de la Llave",212,"Santiago Sochiapan",0,"Total del Municipio","1227","2416","156","904","1765","150","3600","542","3332",4511,3.32520505431168,39.1265794724008,53.5579694081135,3.45821325648415,73.8638882731102,12.0150742629129,"Muy bajo"
